time,input,pid,output
6300,1999,1998,2001
6305,1999,2002,1998
6310,1999,2005,1994
6315,1999,2001,1998
6320,1999,2001,1998
6325,1999,2001,1998
6330,1999,2001,1998
6335,1999,2001,1998
6340,1999,2001,1998
6345,1999,2001,1998
6350,1999,2005,1994
6355,1999,2001,1998
6360,1999,2001,1998
6365,1999,2001,1998
6370,1999,2001,1998
6375,1999,2001,1998
6380,1999,2001,1998
6385,1999,2001,1998
6390,1999,2001,1998
6395,1999,2001,1998
6400,1999,2001,1998
6405,1999,2001,1998
6410,1999,2001,1998
6415,1999,2001,1998
6420,1999,2001,1998
6425,1999,2001,1998
6430,1999,2001,1998
6435,1999,2001,1998
6440,1999,2001,1998
6445,1999,2001,1998
6450,1999,2001,1998
6455,1999,2001,1998
6460,1999,2001,1998
6465,1999,2001,1998
6470,1999,2001,1998
6475,1999,2001,1998
6480,1999,2001,1998
6485,1999,2001,1998
6490,1999,2001,1998
6495,1999,2001,1998
6500,999,1,1998
6505,999,285,1994
6510,999,451,1888
6515,999,616,1701
6520,999,741,1521
6525,999,827,1376
6530,999,885,1266
6535,999,918,1192
6540,999,946,1134
6545,999,963,1095
6550,999,973,1069
6555,999,980,1050
6560,999,985,1037
6565,999,989,1028
6570,999,991,1021
6575,999,994,1015
6580,999,996,1011
6585,999,997,1008
6590,999,999,1005
6595,999,997,1005
6600,999,997,1005
6605,999,1000,1002
6610,999,999,1002
6615,999,999,1002
6620,999,1001,999
6625,999,1001,999
6630,999,1001,999
6635,999,1000,999
6640,999,1000,999
6645,999,1000,999
6650,999,1000,999
6655,999,1000,999
6660,999,1000,999
6665,999,1000,999
6670,999,1000,999
6675,999,999,999
6680,999,999,999
6685,999,999,999
6690,999,999,999
6695,999,999,999
6700,999,1003,995
6705,999,1003,995
6710,999,1003,995
6715,999,1003,995
6720,999,1003,995
6725,999,999,999
6730,999,1000,999
6735,999,1000,999
6740,999,1000,999
6745,999,1000,999
6750,999,1000,999
6755,999,1000,999
6760,999,1000,999
6765,999,999,999
6770,999,999,999
6775,999,1003,995
6780,999,1003,995
6785,999,999,999
6790,999,1003,995
6795,999,1003,995
6800,999,1003,995
6805,999,999,999
6810,999,1000,999
6815,999,1000,999
6820,999,1000,999
6825,999,1000,999
6830,999,1004,995
6835,999,999,999
6840,999,1000,999
6845,999,1000,999
6850,999,1004,995
6855,999,1003,995
6860,999,1003,995
6865,999,999,999
6870,999,1000,999
6875,999,1000,999
6880,999,1000,999
6885,999,1000,999
6890,999,1004,995
6895,999,1003,995
6900,999,999,999
6905,999,1000,999
6910,999,1004,995
6915,999,1003,995
6920,999,999,999
6925,999,1000,999
6930,999,1000,999
6935,999,1004,995
6940,999,1028,970
6945,999,996,999
6950,999,999,999
6955,999,1000,999
6960,999,1000,999
6965,999,1000,999
6970,999,1000,999
6975,999,1000,999
6980,999,1000,999
6985,999,1000,999
6990,999,1000,999
6995,999,999,999
7000,1999,2999,999
7005,1999,2720,999
7010,1999,2553,1105
7015,1999,2388,1292
7020,1999,2266,1469
7025,1999,2174,1620
7030,1999,2119,1727
7035,1999,2083,1804
7040,1999,2058,1859
7045,1999,2042,1898
7050,1999,2029,1927
7055,1999,2021,1946
7060,1999,2016,1959
7065,1999,2012,1969
7070,1999,2011,1975
7075,1999,2008,1981
7080,1999,2006,1985
7085,1999,2008,1985
7090,1999,2006,1988
7095,1999,2004,1991
7100,1999,2005,1991
7105,1999,2002,1994
7110,1999,2003,1994
7115,1999,2003,1994
7120,1999,2003,1994
7125,1999,2003,1994
7130,1999,2000,1998
7135,1999,2000,1998
7140,1999,2001,1998
7145,1999,2001,1998
7150,1999,2001,1998
7155,1999,1998,2001
7160,1999,2001,1998
7165,1999,2001,1998
7170,1999,2005,1994
7175,1999,2004,1994
7180,1999,2004,1994
7185,1999,2000,1998
7190,1999,2001,1998
