time,input,pid,output
2850,1000,1001,999
2855,1000,1000,995
2860,1000,1001,999
2865,1000,1001,999
2870,1000,1000,995
2875,1000,1001,999
2880,1000,1001,999
2885,1000,1000,995
2890,1000,1001,995
2895,1000,1001,995
2900,1000,1001,995
2905,1000,1001,995
2910,1000,1001,995
2915,1000,1001,995
2920,1000,1001,999
2925,1000,1001,995
2930,1000,1001,999
2935,1000,1001,999
2940,1000,1000,999
2945,1000,1001,995
2950,1000,1000,999
2955,1000,1001,1011
2960,1000,1000,995
2965,1000,1000,995
2970,1000,1001,995
2975,1000,1000,995
2980,1000,1001,999
2985,1000,1001,999
2990,1000,1001,995
2995,2000,1000,999
3000,2000,6728,1044
3005,2000,-1050,1079
3010,2000,5195,1218
3015,2000,-155,1224
3020,2000,4182,1340
3025,2000,497,1337
3030,2000,3503,1450
3035,2000,963,1469
3040,2000,3041,1585
3045,2000,1289,1614
3050,2000,2722,1708
3055,2000,1512,1737
3060,2000,2500,1801
3065,2000,1665,1820
3070,2000,2346,1865
3075,2000,1769,1878
3080,2000,2239,1911
3085,2000,1841,1917
3090,2000,2165,1940
3095,2000,1891,1943
